id,efficiency
524295,1.0
393225,0.75
524306,1.0
961198,1.0
655390,1.0
589829,1.0
262179,0.965277777778
917550,1.0
393270,0.5
786489,1.0
393274,0.84
393275,1.0
786492,0.980741965974
65,0.802469135802
1048643,0.5
1048648,0.877551020408
131153,1.0
741971,1.0
414632,1.0
524374,0.866343490305
262231,0.6
655450,0.469387755102
393309,1.0
415077,1.0
262240,1.0
938375,1.0
1048683,0.8125
393324,1.0
393329,1.0
262259,1.0
262260,0.912653061224
1048695,0.90625
131194,1.0
1048701,0.834710743802
393348,1.0
262277,0.68
393351,0.506944444444
144,0.8125
524434,0.666666666667
1048731,0.94387755102
393383,0.895833333333
786601,1.0
655532,0.859375
131248,1.0
917683,0.9375
786612,1.0
183,0.923469387755
393405,0.905817174515
131273,0.857142857143
786639,1.0
305871,1.0
917727,1.0
131296,1.0
917733,1.0
655591,1.0
1048810,1.0
131314,0.842975206612
248,1.0
568021,1.0
524544,1.0
131329,1.0
259,0.777777777778
1048839,0.5
655624,1.0
131339,0.875
272,1.0
1048851,0.703125
393499,0.85
131366,1.0
393512,1.0
655663,1.0
864185,0.666666666667
427733,1.0
820540,1.0
655672,0.805555555556
786749,0.8125
393539,0.916666666667
21901,1.0
1048927,0.916666666667
131424,0.632653061224
655714,1.0
917861,0.91049382716
786806,0.52
262520,0.902777777778
131450,0.888888888889
1048958,0.777777777778
131459,1.0
1048968,0.938775510204
396,0.97
393618,0.625
21913,1.0
524698,1.0
393629,0.88
393631,0.625
524705,1.0
1070491,0.333333333333
786852,1.0
655781,0.5
262570,0.52
427,1.0
917934,1.0
786865,1.0
284063,0.333333333333
444,0.835555555556
655808,0.333333333333
524738,1.0
917957,0.5
393671,1.0
131529,1.0
917962,0.92
786894,1.0
1157880,0.555555555556
393685,1.0
1157882,0.709342560554
379729,1.0
524770,0.795918367347
483,0.72
786918,0.875
838004,1.0
262634,0.625
131564,1.0
262640,0.8125
655858,1.0
1049077,0.875
786938,0.777777777778
918017,1.0
131592,1.0
1049100,1.0
524820,0.916666666667
786968,0.666666666667
1049115,1.0
548,1.0
918055,1.0
393769,0.625
786986,1.0
918059,0.702479338843
262708,0.5
524858,1.0
655932,1.0
524866,0.836734693878
787012,0.666666666667
918094,1.0
131667,0.92
131672,1.0
808378,1.0
606,0.918367346939
262753,0.709183673469
677307,1.0
393829,1.0
524904,0.6
524907,1.0
131696,0.56
918143,1.0
109334,1.0
656008,1.0
918154,0.940972222222
546242,1.0
393870,0.895061728395
1049237,1.0
1049238,1.0
262807,1.0
664,1.0
131738,0.84
787104,1.0
393890,1.0
787118,0.703703703704
131760,0.875
393911,1.0
524993,1.0
262850,0.75
787139,0.89
787141,1.0
524998,1.0
711,1.0
713,0.8125
262869,1.0
393951,1.0
740,0.777777777778
1049318,1.0
656107,0.716049382716
131820,1.0
525042,0.875
21971,0.82176771366
393977,1.0
262906,0.87109375
1049344,1.0
393986,0.75
393990,0.5
918282,1.0
394000,0.88
656147,0.95041322314
656154,1.0
699183,1.0
394012,1.0
797,1.0
394024,1.0
656173,1.0
816,1.0
656177,1.0
525110,0.609375
1049412,1.0
848,0.9375
918355,1.0
853,0.777777777778
787287,0.918024691358
863,0.805555555556
394084,0.333333333333
263015,1.0
525165,0.625
880,1.0
656241,0.777777777778
889,1.0
1049473,0.88
656270,1.0
1049487,1.0
525203,1.0
961348,0.925925925926
525214,0.5
1049503,1.0
240454,0.72
394158,1.0
633674,1.0
132032,0.979224376731
918471,1.0
132044,1.0
656334,0.805555555556
979,0.962962962963
982,1.0
656343,0.925625
263131,1.0
991,1.0
132069,1.0
999,0.5
787432,0.875
132073,1.0
263149,1.0
918511,1.0
1009,1.0
934041,0.5
633684,0.875
1019,0.888888888889
656385,1.0
1049603,1.0
394244,1.0
525319,0.611111111111
787465,0.892561983471
263180,0.67
525325,0.890625
525327,1.0
263190,1.0
525335,1.0
1050,1.0
918555,0.875
787487,1.0
394272,0.59375
1057,0.666666666667
918564,1.0
525350,1.0
656425,1.0
656427,0.897959183673
918579,1.0
132148,0.75
394293,1.0
1049661,0.6
132163,1.0
918596,0.743055555556
132168,0.833910034602
525393,0.688271604938
132186,1.0
1005071,1.0
656480,1.0
1049698,0.6
525414,1.0
787560,0.5
787561,1.0
918637,1.0
1049711,0.78125
715819,1.0
525429,0.755102040816
132215,1.0
787589,1.0
918663,0.5
43884,1.0
787603,0.8125
1173,0.777777777778
525469,1.0
394399,0.847736625514
787616,1.0
394403,1.0
525476,0.84
263335,0.625
132264,0.92
1049772,1.0
132270,1.0
525494,1.0
393417,0.86
1210,0.913580246914
656571,0.888888888889
918716,0.5
263357,0.944444444444
1049792,0.714285714286
525507,1.0
394437,1.0
394441,0.925736961451
394448,1.0
545606,0.555555555556
764793,1.0
263393,1.0
918754,1.0
918755,1.0
1049832,0.555555555556
394478,1.0
1049839,1.0
394483,0.84
787701,0.916666666667
394491,1.0
132348,1.0
263428,0.5
1049865,0.8032
1049872,1.0
1049874,1.0
1049875,1.0
1049877,0.694444444444
394520,1.0
1158020,1.0
394526,0.5
263455,0.704142011834
808496,1.0
918818,1.0
786651,1.0
656683,1.0
656684,0.333333333333
1049909,0.592592592593
1092490,0.597222222222
918846,0.97265625
263487,1.0
764811,1.0
656715,1.0
